artist,song,text,length,number_words,expl_bool,total_expl,grp_1,grp_2,tb_polarity,tb_subjectivity,vader_neg,vader_neu,vader_pos,compound
cardib,bodakyellow , said lil bitch you cant fuck with me if you wanted to these expensive these is red bottoms these is bloody shoes hit the store i can get em both i dont wanna choose and im quick cut a nigga off so dont get comfortable look i dont dance now i make money moves say i dont gotta dance i make money move if i see you and i dont speak that means i dont fuck with you im a boss you a worker bitch i make bloody moves,411,89,1,5,2,1,-0.27083333333333337,0.625,0.176,0.77,0.054,-0.9147
cardib,up , up up up  ayy  up  uh  up look  this is fire once upon a time man i heard that i was ugly came from a bitch who nigga wanna fuck on me ,136,32,1,3,1,1,-0.55,0.8,0.317,0.683,0.0,-0.9186
cardib,up , i said my face bomb ass tight racks stack up shaq height jewelry on me flashlight i been lit since last night hit him with that good good make a nigga act right broke boys dont deserve no pussy  i know thats right  ,216,43,1,3,0,1,0.2988095238095238,0.4373015873015873,0.175,0.683,0.142,-0.4238
cardib,up , big bag bussin out the bentley bentayga man balenciaga bardi back and all these bitches fucked its big bags bussin out the bentley bentayga man birkin bag bardi back and all you bitches fucked ,194,34,1,2,2,0,-0.19999999999999998,0.26666666666666666,0.356,0.644,0.0,-0.9559
cardib,up , if its up then its up then its up then its stuck if its up then its up then its up then its stuck huh  ayy up then its up if its up then its stuck  huh if its up then its up then its up then its stuck huh  woo  ,212,51,0,0,0,0,0.0,0.0,0.14,0.806,0.054,-0.4404
cardib,up , i could make the party hot i could make your body rock bitches say they fuckin with me chances are they probably not if i had a dick youd probably lick it like a lollipop hoes speakin cap enese hit em with karate chop im forever poppin shit pullin up and droppin shit gotta argue with him cause a nigga love a toxic bitch niggas out here playin gotta make em understand if aint no ring on my finger you aint goin on my gram ,425,85,1,9,1,2,0.0875,0.7625000000000001,0.21,0.668,0.122,-0.8921
cardib,up , i said my face bomb ass tight  yeah racks stack up shaq height  yeah jewelry on me flashlight  huh i been lit since last night  woo hit him with that good good make a nigga act right  ah broke boys dont deserve no pussy  i know thats right  ,242,48,1,3,0,1,0.2988095238095238,0.4373015873015873,0.149,0.612,0.238,0.5702
cardib,up , big bag bussin out the bentley bentayga man balenciaga bardi back and all these bitches fucked  woo its big bags bussin out the bentley bentayga man birkin bag bardi back and all you bitches fucked ,199,35,1,2,2,0,-0.19999999999999998,0.26666666666666666,0.334,0.604,0.062,-0.9382
cardib,up , if its up then its up then its up then its stuck if its up then its up then its up then its stuck huh  ayy up then its up if its up then its stuck if its up then its up then its up then its stuck huh  ayy  ,207,50,0,0,0,0,0.0,0.0,0.148,0.852,0.0,-0.7184
cardib,up , bitches aint fuckin with me now and i can see why dirty ass dusty ass bitch you got pink eye bitches want smoke until i bring it to they doorstep tell that bitch back back breath smell like horse sex  ha put it on him now he will never be the same  he wont tatted on my ass cause i really like the pain  ah he nutted on my butt i said  im glad that you came if that nigga had a twin i would let em run a train  skrrt  ,419,91,1,9,1,1,-0.05000000000000002,0.378125,0.267,0.634,0.099,-0.9731
cardib,up , big bag bussin out the bentley bentayga man balenciaga bardi back and all these bitches fucked  woo its big bags bussin out the bentley bentayga man birkin bag bardi back and all you bitches fucked  ooh  ,205,36,1,2,2,0,-0.19999999999999998,0.26666666666666666,0.327,0.611,0.061,-0.9382
cardib,up , if its up then its up then its up then its stuck if its up then its up then its up then its stuck huh  woo up then its up if its up then its stuck  woo if its up then its up then its up then its stuck huh ,206,50,0,0,0,0,0.0,0.0,0.137,0.756,0.107,0.0516
cardib,up , look gotta play it safe huh no face no case  hahaha ,53,11,0,0,0,0,0.35,0.45,0.28,0.328,0.393,0.2649
cardib,wap , cardi b al  t mclaran  megan thee stallion,43,8,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
cardib,wap , whores in this house theres some whores in this house theres some whores in this house theres some whores in this house  hol up i said certified freak seven days a week wet ass pussy make that pullout game weak woo  ah  ,221,42,1,6,0,0,-0.2916666666666667,0.47500000000000003,0.405,0.545,0.05,-0.9726
cardib,wap , yeah yeah yeah yeah yeah you fuckin with some wet ass pussy bring a bucket and a mop for this wet ass pussy give me everything you got for this wet ass pussy ,159,33,1,7,1,0,-0.10000000000000002,0.4000000000000001,0.226,0.538,0.237,-0.3612
cardib,wap , beat it up nigga catch a charge extra large and extra hard put this pussy right in your face swipe your nose like a credit card hop on top i wanna ride i do a kegel while its inside spit in my mouth look in my eyes this pussy is wet come take a dive tie me up like im surprised lets roleplay ill wear a disguise i want you to park that big mack truck right in this little garage make it cream make me scream out in public make a scene i dont cook i dont clean but let me tell you how i got this ring  ayy ayy  ,511,111,1,3,0,1,0.048086734693877545,0.45773809523809517,0.069,0.852,0.079,0.057
cardib,wap , gobble me swallow me drip down the side of me  yeah quick jump out fore you let it get inside of me  yeah i tell him where to put it never tell him where im bout to be  huh ill run down on him fore i have a nigga runnin me  pow pow pow talk your shit bite your lip  yeah ask for a car while you ride that dick  while you ride that dick you really aint never gotta fuck him for a thang  yeah he already made his mind up fore he came  ayy ah now get your boots and your coat for this wet ass pussy  ah ah ah he bought a phone just for pictures of this wet ass pussy  click click click paid my tuition just to kiss me on this wet ass pussy  mwah mwah mwah now make it rain if you wanna see some wet ass pussy  yeah yeah  ,719,156,1,13,1,1,-0.11616161616161617,0.47979797979797995,0.152,0.71,0.137,-0.7067
cardib,wap , look i need a hard hitter need a deep stroker need a henny drinker need a weed smoker not a garter snake i need a king cobra with a hook in it hope it lean over he got some money then thats where im headed pussy a just like his credit he got a beard well im tryna wet it i let him taste it now he diabetic i dont wanna spit i wanna gulp i wanna gag i wanna choke i want you to touch that lil dangly thing that swing in the back of my throat my head game is fire punani dasani its goin in dry and its comin out soggy i ride on that thing like the cops is behind me  yeah ah i spit on his mic and now he tryna sign me woo ,621,139,1,1,0,0,-0.17976190476190476,0.4345238095238096,0.062,0.815,0.123,0.8176
cardib,wap , your honor im a freak bitch handcuffs leashes switch my wig make him feel like he cheatin put him on his knees give him somethin to believe in never lost a fight but im lookin for a beatin  ah in the food chain im the one that eat ya if he ate my ass hes a bottom feeder big d stand for big demeanor i could make ya bust before i ever meet ya if it dont hang then he cant bang you cant hurt my feelings but i like pain if he fuck me and ask  whose is it  when i ride the dick ima spell my name ah ,498,110,1,4,1,0,-0.13333333333333333,0.26666666666666666,0.169,0.728,0.103,-0.9172
cardib,wap , yeah yeah yeah yeah you fuckin with some wet ass pussy bring a bucket and a mop for this wet ass pussy give me everything you got for this wet ass pussy now from the top make it drop thats some wet ass pussy now get a bucket and a mop thats some wet ass pussy im talkin wap wap wap thats some wet ass pussy macaroni in a pot thats some wet ass pussy huh ,355,76,1,15,1,0,-0.02500000000000001,0.4125,0.265,0.629,0.106,-0.9584
cardib,wap , theres some whores in this house theres some whores in this house theres some whores in this house theres some whores in this house theres some whores in this house theres some whores in this house theres some whores in this house theres some whores in this house theres some whores in this house theres some whores in this house,330,60,1,10,0,0,0.0,0.0,0.444,0.556,0.0,-0.9918
dmx,damien , uh def jam uh ruff ryders my nigga tp creep with me  ,54,12,1,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0
dmx,damien , why is it every move i make turns out to be a bad one wheres my guardian angel need one wish i had one im right here shorty and ima hold you down you tryin to fuck all these bitches ima show you how but who  names d like you but my friends call me damien and ima put you hip to somethin about this game we in you and me could take it there and youll be the hottest nigga ever livin thats a given youll see hmm thats what ive been wantin all my life thinkin about my little man so i call my wife well your dada is about to make it happen  what you mean my nigga  im about to make it rappin today i met this cat he said his name was damien he thinks that were a lot alike and wants to be my friend  you mean like chuckie  ha ha yeah just like chuckie  dada looks like were both lucky yeah ,788,168,1,4,1,2,-0.16490079365079366,0.5299603174603175,0.035,0.758,0.207,0.9877
dmx,damien , the snake the rat the cat the dog how you gonna see him if you livin in the fog the snake the rat the cat the dog how you gonna see him if you livin in the fog the snake the rat the cat the dog how you gonna see him if you livin in the fog the snake the rat the cat the dog how you gonna see him if you livin in the fog  ,322,76,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
dmx,damien , ayo d whattup d yous a smooth nigga i seen you when nobody knew who pulled the trigger yeah you know its always over dough you sure i coulda swore it was over a ho nah nah that aint my style nigga you stay frontin but youre still my man and i aint gonna say nothin got some weed go head smoke it go head drink it go head and fuck shorty you know i can keep a secret  aight im about to have you drivin probably a benz but we gotta stay friends blood out blood in sounds good to me fuck it what i got to lose hmm nothin i can think of any nigga would choose got me pushin the whips takin trips across seas pockets stay laced nigga i floss gs for that nigga i would bleed give him my right hand now that i think about it yo thats my man  ,736,156,1,7,2,5,0.09795918367346937,0.6320861678004536,0.087,0.825,0.088,0.0258
dmx,damien , you like how everything is goin you like what i gave ya you know if you was goin down id be the one to save ya but yo i need a favor these cats across town hate me plus their behavior hasnt been too good lately what anything for you dog where them niggas at   th from broadway aight let me get the gat run up on em strapped bust off caps in four niggas laid low for bout a month then killed two more niggas now im ready to chill but you still want me to kill look at what i did for you dog come on keep it real aight fuck it ima do it who is it this time hey yo remember that kid sean you used to be with in    naw thats my man i thought i was your man but yo thats my nigga hey whos your biggest fan either do it or give me your right hand thats what you said i see now aint nothin but trouble ahead ,802,175,1,5,1,4,-0.014153439153439154,0.4437169312169312,0.174,0.717,0.109,-0.9643
dmx,damien , in the fog the fog livin in the fog how you gonna see him if you livin in the fog how you gonna see him if you livin in the fog the snake the rat the cat the dog to be continued mothafuckas,190,43,1,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0
dmx,howsitgoindownalbumversion ,   dial tone  i dont believe it   dial tone  hello whose dick you sucking dont call me with that bullshit alright you lying you lying to me b yeah exactly whose dick you sucking come on b i just heard some shit about you some foul shit fuck is the deal suck my fucking dick you bitch ass nigga i dont no you explain it to me bitch you know what im talking about i dont know nobody up here yall dont fuck with nobody up here and i aint been fucking with nobody here i dont know nobody in fucking yonkers lying ass bitch you aint shit do i got to holler his name too who the fuck is he bitch you fuckin him ,605,124,1,21,7,1,-0.335,0.6849999999999999,0.363,0.57,0.067,-0.9952
dmx,howsitgoindownalbumversion , all i want is you all i want  uh uh all i want is you all i want ,66,18,0,0,0,0,0.0,0.0,0.0,0.729,0.271,0.296
dmx,howsitgoindownalbumversion , what type of games are bein played hows it goin down  all i want is you its on til its gone then i gots to know now  all i want is you with me or what think im trying to get me a nut  all i want is you just cause honeys wanna give me the butt what  all i want  ,262,61,0,0,0,0,-0.15555555555555559,0.2888888888888889,0.0,0.881,0.119,0.5574
dmx,howsitgoindownalbumversion , im politicin with this chicken wonderin if ima creep her little hoodrat bitch from   th named tenika comin through like i do you know gettin my bark on knew she was a thug cause when i met her she had a scarf on       size  in girls baby face would look like she was eleven with curls girlfriend  what  remember me from way back im the same cat with the wave cap that motherfucker that tnt used to blaze at  woo still here so its all good oh you know my niggas rich and them doin they thing on   th damn its a small hood and its all wood so let me get that number i get up  aight hit you on the jack later on see whats up talkin to shorty make me wanna do somethin nice  what  lookin at that ass make me wanna do somethin tonight  uh and i know right when i see right shorty lookin like she tight and she bite better give a nigga the green light we might ,856,174,1,5,0,2,0.11535714285714285,0.47880952380952374,0.083,0.796,0.121,0.6851
dmx,howsitgoindownalbumversion , what type of games are bein played hows it goin down  all i want is you its on til its gone then i gots to know now  all i want is you with me or what think im trying to get me a nut  all i want is you just cause honeys wanna give me the butt  all i want what type of games are bein played hows it goin down  all i want is you its on til its gone then i gots to know now  all i want is you with me or what think im trying to get me a nut  all i want is you just cause honeys wanna give me the butt what  all i want  ,517,121,0,0,0,0,-0.15555555555555559,0.2888888888888889,0.0,0.88,0.12,0.802
dmx,howsitgoindownalbumversion , im gettin at shorty like  what you need what you want   huh  want for nothin cause i got you but you front  true i see you with your baby father but it dont matter since you gave me the pussy that ass is gettin fatter  woah let that nigga play daddy make moves with me ive done kept it more than real boo cant lose with me  true heard he smacked you cause you said my name while yall was sexin  woah ran up on this cat he thought was me and started flexin  uh you know i aint even with that so he gon have to get that just on gp try to creep me  what   leave that nigga sleepy on the strength of you well thats your kids daddy i aint gon send him on his way put him up in that big caddy but let him know never mind yo i need you to go take this snow up to       see joe get that come back with that and we can split that sit back fuck puff a l forget that you with that  ,872,187,1,5,1,2,0.12499999999999999,0.35000000000000003,0.066,0.801,0.132,0.9205
dmx,howsitgoindownalbumversion , ayy yo this chicken got me diggin her moves cause shes smooth win or lose whoever she choose gets the dues  aight respect is not expected but its given cause its real  uh being neglecteds the norm expected the deal  true lie cheat and steal for me puttin somethin in a niggas wig if he squeal for me kill for me youre still with me cause we get down like  what  told yous from the door it aint all about a nut im gon be fair tryin to be there we gon see then hit me with the question boo that answer gon be  yeah see there somethin can go wrong it does loved it let it go and it came back thats how strong it was but she belonged to cuz couldnt belong to me  uh uh she had two kids by this nigga it was wrong for me  uh uh but we gon always be best of friends  ha ha mad love boo til the end  ha ha  ,801,170,1,2,0,2,0.15604575163398693,0.5895424836601307,0.139,0.631,0.23,0.9652
dmx,howsitgoindownalbumversion , what type of games are bein played hows it goin down  all i want is you its on til its gone then i gots to know now  all i want is you with me or what think im trying to get me a nut  all i want is you just cause honeys wanna give me the butt  all i want what type of games are bein played hows it goin down  all i want is you its on til its gone then i gots to know now  all i want is you with me or what think im trying to get me a nut  all i want is you just cause honeys wanna give me the butt  all i want what type of games are bein played hows it goin down its on til its gone then i gots to know now is you with me or what think im trying to get me a nut just cause honeys wanna give me the butt what type of games are bein played hows it goin down its on til its gone then i gots to know now is you with me or what think im trying to get me a nut just cause honeys wanna give me the butt what  ,903,209,0,0,0,0,-0.15555555555555559,0.2888888888888889,0.0,0.908,0.092,0.9001
dmx,intro , yknow what im sayin these ruff ryder niggas  dog i heard these niggas is for real dog  uh huh  thats my mans and them but i heard these niggas posed to be like lockin down the industry on some shit on some power shit dog thats my mans and them hmm i see so what im doing right right my mans and them is doing because right thats my mans and them ya know i feel ya now you feel me i feel ya so you know when you fucking with me right right you fucking with ,457,97,1,7,2,3,-0.011544011544011553,0.5879509379509379,0.147,0.823,0.029,-0.9194
dmx,intro , uh oh what have you done now told yall niggas you just dont listen why must you be hardheaded tried to explain but you didnt hear me though now uh now i must i dont want to but i have to uh ,191,42,1,1,0,1,0.0,0.0,0.07,0.93,0.0,-0.2577
dmx,intro , one two one two come through run through gun who oh you dont know what the gun do  what  some do those that know are real quiet when you think you wanna try it fuck around and start a riot  uh niggas gon ride regardless because im the hardest rap artist and ima start this shit up for real  what   get up and feel  what  my words i make herbs split up and squeal  come on ill is all ive been hearing lately niggas hate me wanna duct tape me and make me  ah put their brains on the wall when i brawl  uh too late for that    call  come on niggas stay beefing but a lot of em bluff  uh huh but not me cause im a nigga that can get out of them cuffs  uh huh you think a lot of ems tough thats just a front when i hit them niggas like  what you want  the battle turns into a hunt  alright with the dog right behind niggas chasing em down we all knew that you was pussy  uh  but im tasting it now and never give a dog blood cause raw blood will have a dog like what  what  biting whatever all up in your gut  come on give it to you raw like that and aint no love i do em all like that four right up in they back clack clack close your eyes baby its over forget it  uh happened in front of your building but nobody knows who did it  what   ,1235,259,1,9,1,6,-0.1990914314443726,0.5715722186310421,0.113,0.816,0.071,-0.7308
dmx,intro , where my dogs at what what where my dogs at uh where my dogs at what what where my dogs at uh where my dogs at what what where my dogs at uh where my dogs at what what  ,170,39,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
dmx,letmefly , if you love somethin let it go if it comes back to you its yours if it doesnt it never was hold me down baby ,110,25,0,0,0,0,0.11481481481481481,0.2962962962962963,0.0,0.851,0.149,0.6369
dmx,letmefly , either let me fly or give me death let my soul rest take my breath if i dont fly ima die anyway ima live on but ill be gone any day either let me fly or give me death let my soul rest take my breath if i dont fly ima die anyway ima live on but ill be gone any day ,265,62,0,0,0,0,0.309090909090909,0.8250000000000001,0.196,0.723,0.081,-0.8723
dmx,letmefly , hold me down niggas wanna know me now didnt want to play with me when to show me how no meow cause its all about the bark let the dog loose baby its about to spark light up the night like the  th of july niggas know when i let go niggas die with this y and you dont know you slow like baltimore if you aint tryin to go you blow i soak up all the pain and accept it in silence when i let go its violence cause the wildest is the dog barkin up the tree for the cat in the fog what yall niggas see is the bat flappin away but im blind like stevie niggas dont hear me still tryin to see me stop bein greedy you heard what i said let me go let me flow or im dead ,659,145,1,5,0,5,-0.13874643874643877,0.4541310541310541,0.222,0.72,0.058,-0.9755
dmx,letmefly , i sold my soul to the devil and the price was cheap and yo its cold on his level cause its twice as deep but you dont hear me ignorance is bliss and so on sometimes its better to be thought dumb  shall i go on yo on the real what the deal its a mystery how is it i can live and make history if you dont see it then it wasnt meant for you to see if you wasnt born with it it wasnt meant for you to be but you cant blame me for not wantin to be held locked down in a cell where the soul cant dwell this is hell come meet the devil and give me the key but it cant be worse than the curse that was given to me its what i live for you take away that and im gone theres a difference between doin wrong and bein wrong and that aint right just keep it fair baby put me in the air and ill take it there baby yes  ,805,179,0,0,0,0,-0.042007124819624826,0.6577876984126985,0.169,0.725,0.106,-0.9517
dmx,letmefly , ima flow regardless because im an artist until im trapped ima continue to hit the hardest whether i scrap or rap give me dap but you aint my friend i see it in your eyes you contemplate my end you waitin for that bend in the road where you were told that you would go when you were old and if you died young it was cold sold not for nearly what it was worth think back   years be like  what if his birth was a miscarriage and i never existed  have i given somethin that if taken away youd have missed it didnt know yet i persisted it was the call of the wild i merely say whats in my heart and you call it a style dont put it in a cage dont mistreat it you say you hunger for knowledge here it is eat it another song completed is another thought captured let me do my thing i got it locked with this rap shit ,810,168,1,1,0,0,-0.08,0.38,0.103,0.837,0.06,-0.7988
dmx,letmefly , or give me death or take my breath ima die anyway but ill be gone any day or give me death or take my breath ima die anyway but ill be gone any day where my niggas uh ah for my niggas uh ah for my niggas uh ah for my niggas,224,52,1,4,0,4,-0.5,1.0,0.457,0.543,0.0,-0.9886
dmx,lordgivemeasign , yeah uh in the name of jesus  spread the word  no weapon formed against me shall prosper and every turn that rise against my judgment thou shalt condemn  preach preach lord give me a sign for this is the heritage of the servants of the lord  preach  and their righteousness is of me  said the lord  preach amen uh lord give me a sign  ,336,64,0,0,0,0,0.0,0.0,0.038,0.901,0.06,0.125
dmx,lordgivemeasign , i really need to talk to you lord since the last time we talked the walk has been hard now i know you havent left me but i feel like im alone  yeah im a big boy now but im still not grown and im still going through it  what  pain and the hurt  yeah soaking up trouble like rain in the dirt  yeah and i know only i can stop the rain with just the mention of my saviors name in the name of jesus  uh uh uh devil i rebuke you for what i go through been trying to make me do what i used to  what  but all that stops right here  yeah as long as the lords in my life i will have no fear  uh uh i will know no pain from the light to the dark  cmon i will show no shame spit it right from the heart  cmon cause its right from the start you held me down and aint nothing they can tell me now lord give me a sign  ,805,178,0,0,0,0,0.04356575963718821,0.39316893424036276,0.135,0.713,0.152,0.5612
dmx,lordgivemeasign , let me know whats on your mind let me know what im gon find its all in time show me how to teach the mind show me how to reach the blind  lord give me a sign  show me what i gotsta do to bring me closer to you cause ima go through whatever you want me to just let me know what to do  lord give me a sign   ,307,70,0,0,0,0,-0.5,0.6666666666666666,0.037,0.929,0.033,-0.3182
dmx,lordgivemeasign , please show me somethin  somethin im tired of talking to him knowing he frontin  frontin crying about  life aint nothin  nothin but you either be the one mad cause you trapped or the one huntin  cmon trapped in your own mind waiting on the lord  yeah or hunting with the word that cuts like a sword the spoken word is stronger than the strongest man  uh uh uh uh carries the whole world like the strongest hand through the trials and tribulations you never let us down jesus i know youre here with us now jesus i know youre still with us now keep it real with us now i wanna feel show me how  please  let me take your hand guide me  what  ill walk slow but stay right beside me  please devils trying to find me  please hide me hold up i take that back protect me and give me the strength to fight back  lord give me a sign   ,826,162,0,0,0,0,-0.09248866213151927,0.44461451247165534,0.157,0.628,0.215,0.9136
dmx,lordgivemeasign , life or death live or die  uh i will never live a lie  uh im going there because i try  what  i wont give in till i die  what  im gon make it wrong or right  yeah make it through the darkest night  yeah when the morning comes youll see  uh all i have is god in me  oh lord give me a sign  woo   ,296,65,0,0,0,0,-0.03652597402597403,0.6089285714285714,0.215,0.67,0.115,-0.886
dmx,lordgivemeasign , oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh  no weapon formed against me shall prosper  please for this is the heritage of the servants of the lord in the name of jesus  lord give me a sign   ,212,50,0,0,0,0,0.0,0.0,0.0,0.92,0.08,0.4919
dmx,lordgivemeasign , let me know whats on your mind let me know what im gon find its all in time show me how to teach the mind show me how to reach the blind  lord give me a sign  show me what i gotsta do to bring me closer to you cause ima go through whatever you want me to just let me know what to do  lord give me a sign  ,306,70,0,0,0,0,-0.5,0.6666666666666666,0.037,0.929,0.033,-0.3182
dmx,partyupupinhere , yall gon make me lose my mind up in here up in here yall gon make me go all out up in here up in here yall gon make me act a fool up in here up in here yall gon make me lose my cool up in here up in here ,205,52,0,0,0,0,0.35,0.65,0.142,0.819,0.039,-0.7184
dmx,partyupupinhere , if i gots to bring it to you cowards then its gonna be quick  aight all your mans that been to jail before suck my dick and all them other cats you run with get done with dumb quick how the fuck you gon cross the dog on some bum shit  aight there go the gun click    shit all over some dumb shit aint that some shit yall niggas remind me of a strip club cause every time you come around its like what i just gotta get my dick sucked and i dont know who the fuck you think you talkin to but im not him aight slim so watch what you do or you gon find yourself buried next to someone else and we all thought you loved yourself but that couldnt have been the issue or maybe they just saying that now cause they miss you shit a nigga tried to diss you thats why you laying on your back looking at the roof of the church preacher tellin the truth and it hurts ,855,177,1,11,2,2,-0.08284313725490196,0.49264705882352944,0.185,0.757,0.058,-0.9652
dmx,partyupupinhere , off the chain i leave niggas soft in the brain cause niggas still want the fame off the name first of all you aint rapped long enough to be fucking with me and you you aint strong enough so whatever it is you puffin on that got you think that you superman i got the kryptonite should i smack him with my dick or the mic yall niggas is characters not even good actors whats gon be the outcome  hmm  lets add up all the factors you wack you twisted your girls a ho you broke the kid aint yours and everybody know your old man say you stupid you be like  so   i love my baby mother ill never let her go im tired of weak ass niggas whining over puss that dont belong to them fuck is wrong with them they fuck it up for real niggas like my mans and them who get it all on the strength of the hands with them man ,808,167,1,10,3,5,-0.11798245614035086,0.6179824561403509,0.246,0.674,0.08,-0.9849
dmx,partyupupinhere , i bring down rain so heavy it hurts the head no more talking put him in the dirt instead you keep walking less you tryna end up red cause if i end up fed yall end up dead cause yous a soft type nigga fake up north type nigga get pushed like a soft white nigga dog is a dog bloods thicker than water we done been through the mud and we quicker to slaughter the bigger the order the more guns we brung out run up in there everybody come out dont nobody burn out sun in to sun out ima keep the gun out nigga running his mouth ima blow his lung out listen your ass is about to be missin you know who gon find you  who   some old man fishin grandma wishin your souls at rest but its hard to digest with the size of the hole in your chest ,734,154,1,5,0,4,-0.06884920634920634,0.3712301587301588,0.097,0.892,0.011,-0.8745
dmx,partyupupinhere , one two meet me outside meet me outside meet me outside all my ruff ryders gon meet me outside meet me outside meet me outside all my big ballers gon meet me outside meet me outside meet me outside all my fly ladies gon meet me outside meet me outside meet me outside all my street street people meet me outside meet me outside outside motherfucker ,350,66,1,1,0,0,0.047058823529411764,0.10294117647058826,0.066,0.934,0.0,-0.6808
dmx,partyupupinhere , x has got yall bouncin again bouncin again bounce bouncin again dark man x got yall bouncin again bouncin again bounce bouncin again swizz swizz got yall bouncin again bouncin again bounce bouncin again ruff ryders got yall bouncin again bouncin again bounce bouncin again dark man lets get it bouncin again bouncin again bounce bouncin again dark man lets get it bouncin again bouncin again bounce bouncin again all my streets they bouncin again bouncin again were bouncin again swizz swizz beatz were bouncin again bouncin again and we bouncin again double r keep it comin  aint nothin yall can do aint nothin yall can do now,628,108,0,0,0,0,-0.11249999999999999,0.30000000000000004,0.0,1.0,0.0,0.0
dmx,ruffrydersanthem , stop drop shut em down open up shop oh no thats how ruff ryders roll stop drop shut em down open up shop oh no thats how ruff ryders roll ,139,30,0,0,0,0,-0.07777777777777779,0.3944444444444445,0.351,0.649,0.0,-0.875
dmx,ruffrydersanthem , niggas wanna try niggas wanna lie then niggas wonder why niggas wanna die all i know is pain all i feel is rain how can i maintain with that shit on my brain i resort to violence my niggas move in silence like you dont know what our style is new york niggas the wildest my niggas is with it you want it come and get it took it then we split it you fuckin right we did it what the fuck you gon do when we run up on you fuckin with the wrong crew dont know what we goin through ima have to show niggas how easily we blow niggas lemme find out theres some more niggas thats runnin with your niggas nothin we cant handle break it up and dismantle light it up like a candle just cause i cant stand you put my shit on tapes like you bustin grapes think you holdin weight then you havent met the apes ,795,164,1,16,3,11,0.05060125060125059,0.6803992303992303,0.255,0.69,0.055,-0.9905
dmx,ruffrydersanthem , is yall niggas crazy ill bust you and be swayze stop actin like a baby mind your business lady nosy people get it too when you see me spit at you you know im tryin to get rid of you yeah i know its pitiful thats how niggas get down watch my niggas spit rounds make yall niggas kiss ground just for talkin shit clown oh you think its funny then you dont know me money its about to get ugly fuck it dawg im hungry i guess you know what that mean come up off that green rob niggas on ravine dont make it a murder scene give a dog a bone leave a dog alone let a dog roam and hell find his way home home of the brave my home is a cage and yo im a slave til my home is the grave ima pull capers its all about the papers bitches caught the vapors and now they wanna rape us ,768,165,1,8,1,5,-0.20180555555555557,0.7576388888888889,0.282,0.654,0.064,-0.9925
dmx,ruffrydersanthem , look what you done started asked for it you got it had it shoulda shot it now youre dearly departed get at me dawg did i rip shit with this one here i flip shit niggas know when i kick shit its gon be some slick shit what was that look for when i walked in the door oh you thought you was raw boom not anymore cause now you on the floor wishin you never saw me walk through that door with that four four now its time for bed two more to the head got the floor red yeah that niggas dead another unsolved mystery its goin down in history niggas aint never did shit to me bitch ass niggas cant get to me gots to make a move got a point to prove gotta make em groove got em all like  ooh so til the next time you hear this nigga rhyme try to keep your mind on gettin pussy and crime ,780,165,1,13,0,5,-0.11136039886039888,0.5021189458689459,0.21,0.752,0.038,-0.9873
dmx,ruffrydersanthem , stop drop shut em down open up shop ,37,8,0,0,0,0,-0.07777777777777779,0.3944444444444445,0.417,0.583,0.0,-0.5106
dmx,ruffrydersanthem , talk is cheap motherfucker ,28,4,1,1,0,0,0.4,0.7,0.605,0.395,0.0,-0.6808
dmx,slippin , this life shit this life shit is like is like bugged the fuck out son for real see to live is to suffer but to survive well thats to find meaning in the suffering ,164,34,1,3,1,0,-0.09272727272727274,0.6,0.292,0.573,0.135,-0.7964
dmx,slippin , ayo im slippin im fallin i cant get up ayo im slippin im fallin i cant get up ayo im slippin im fallin i gots to get up get me back on my feet so i can tear shit up ayo im slippin im fallin i cant get up ayo im slippin im fallin i cant get up ayo im slippin im fallin i gots to get up get me back on my feet so i can tear shit up ,331,80,1,2,0,0,-0.1,0.4,0.085,0.915,0.0,-0.802
dmx,slippin , ive been through mad different phases like mazes to find my way and now i know that happy days are not far away if im strong enough ill live long enough to see my kids doin somethin more constructive with their time than bids i know because i been there now im in there sit back and look at what it took for me to get there first came the bullshit the drama with my mama she got on some fly shit so i split and said that ima be that seed that doesnt need much to succeed strapped with mad greed and a heart that doesnt bleed im ready for the world or at least i thought i was baggin niggas when i caught a buzz for thinkin about how short i was goin too fast it wouldnt last but yo i couldnt tell group homes and institutions prepared my ass for jail they put me in a situation forcin me to be a man when i was just learnin to stand without a helping hand damn was it my fault somethin i did to make a father leave his first kid at seven doin my first bid back on the scene at fourteen with a scheme to get more cream than id ever seen in a dream and by all means i will be livin high off the hog and i never gave a fuck about much but my dog thats my only mothafucka i hit off with my last just another lil nigga headed nowhere fast ,1235,259,1,7,2,2,0.06756657483930212,0.5153535353535353,0.12,0.813,0.067,-0.9225
